MasterFundCode	ReportTypeID	Startdate	EndDate	Rank	Symbol	StockName	Shares	MarketValue	Proportion
110022	4	2017-10-01	2017-12-31	10	000418	小天鹅A	7138335.00	484336029.75	3.6400
110022	5	2018-01-01	2018-06-30	1	600519	贵州茅台	2201387.00	1610226535.02	9.5400
110022	5	2018-01-01	2018-06-30	2	000333	美的集团	30114667.00	1572587910.74	9.3200
110022	5	2018-01-01	2018-06-30	3	000858	五 粮 液	20218241.00	1536586316.00	9.1100
110022	5	2018-01-01	2018-06-30	4	000568	泸州老窖	24704591.00	1499541408.26	8.8900
110022	5	2018-01-01	2018-06-30	5	600887	伊利股份	36662421.00	1022881545.90	6.0600
110022	5	2018-01-01	2018-06-30	6	000651	格力电器	18072149.00	852101825.35	5.0500
110022	5	2018-01-01	2018-06-30	7	002572	索菲亚	24321042.00	782651131.56	4.6400
110022	5	2018-01-01	2018-06-30	8	000860	顺鑫农业	19623056.00	735864600.00	4.3600
110022	5	2018-01-01	2018-06-30	9	600690	青岛海尔	35619866.00	686038619.16	4.0700
110022	5	2018-01-01	2018-06-30	10	000418	小天鹅Ａ	9802304.00	679789782.40	4.0300
110022	5	2018-01-01	2018-06-30	11	000596	古井贡酒	7485278.00	664542980.84	3.9400
110022	5	2018-01-01	2018-06-30	12	600809	山西汾酒	10041733.00	631524588.37	3.7400
110022	5	2018-01-01	2018-06-30	13	603589	口子窖	9724488.00	597569787.60	3.5400
110022	5	2018-01-01	2018-06-30	14	002714	牧原股份	10414677.00	463036539.42	2.7400
110022	5	2018-01-01	2018-06-30	15	600104	上汽集团	10392448.00	363631755.52	2.1600
110022	5	2018-01-01	2018-06-30	16	601933	永辉超市	34396801.00	262791559.64	1.5600
110022	5	2018-01-01	2018-06-30	17	002032	苏 泊 尔	4919542.00	253356413.00	1.5000
110022	5	2018-01-01	2018-06-30	18	603833	欧派家居	1030210.00	131382681.30	.7800
110022	5	2018-01-01	2018-06-30	19	600741	华域汽车	5415679.00	128459905.88	.7600
110022	5	2018-01-01	2018-06-30	20	600660	福耀玻璃	4500045.00	115696156.95	.6900
110022	5	2018-01-01	2018-06-30	21	603866	桃李面包	2016397.00	115216924.58	.6800
110022	5	2018-01-01	2018-06-30	22	002027	分众传媒	7691073.00	73603568.61	.4400
110022	5	2018-01-01	2018-06-30	23	300750	宁德时代	10261.00	738381.56	.0000
110022	5	2018-01-01	2018-06-30	24	601066	中信建投	18690.00	201104.40	.0000
110022	5	2018-01-01	2018-06-30	25	300747	锐科激光	1543.00	123995.48	.0000
110022	5	2018-01-01	2018-06-30	26	603587	地素时尚	2442.00	100879.02	.0000
110022	5	2018-01-01	2018-06-30	27	601330	绿色动力	4971.00	81226.14	.0000
110022	5	2018-01-01	2018-06-30	28	603650	彤程新材	2376.00	50988.96	.0000
110022	5	2018-01-01	2018-06-30	29	603693	江苏新能	5384.00	48456.00	.0000
110022	5	2018-01-01	2018-06-30	30	603706	东方环宇	1765.00	23103.85	.0000
110022	5	2018-01-01	2018-06-30	31	603105	芯能科技	3410.00	16470.30	.0000
110022	1	2018-01-01	2018-03-31	1	000333	美的集团	30965267.00	1688536009.51	9.8100
110022	1	2018-01-01	2018-03-31	2	600519	贵州茅台	2455812.00	1678842199.44	9.7600
110022	1	2018-01-01	2018-03-31	3	000858	五 粮 液	24420329.00	1620533032.44	9.4200
110022	1	2018-01-01	2018-03-31	4	000651	格力电器	32405244.00	1519805943.60	8.8300
110022	1	2018-01-01	2018-03-31	5	000568	泸州老窖	24281471.00	1373618479.25	7.9800
110022	1	2018-01-01	2018-03-31	6	600887	伊利股份	36662421.00	1044512374.29	6.0700
110022	1	2018-01-01	2018-03-31	7	600690	青岛海尔	45214593.00	796681128.66	4.6300
110022	1	2018-01-01	2018-03-31	8	002572	索菲亚	22065008.00	756167824.16	4.3900
110022	1	2018-01-01	2018-03-31	9	600104	上汽集团	22224515.00	755855755.15	4.3900
110022	1	2018-01-01	2018-03-31	10	000418	小天鹅Ａ	10240504.00	673722758.16	3.9200
110022	2	2018-04-01	2018-06-30	1	600519	贵州茅台	2201387.00	1610226535.02	9.5400
110022	2	2018-04-01	2018-06-30	2	000333	美的集团	30114667.00	1572587910.74	9.3200
110022	2	2018-04-01	2018-06-30	3	000858	五 粮 液	20218241.00	1536586316.00	9.1100
110022	2	2018-04-01	2018-06-30	4	000568	泸州老窖	24704591.00	1499541408.26	8.8900
110022	2	2018-04-01	2018-06-30	5	600887	伊利股份	36662421.00	1022881545.90	6.0600
110022	2	2018-04-01	2018-06-30	6	000651	格力电器	18072149.00	852101825.35	5.0500
110022	2	2018-04-01	2018-06-30	7	002572	索菲亚	24321042.00	782651131.56	4.6400
110022	2	2018-04-01	2018-06-30	8	000860	顺鑫农业	19623056.00	735864600.00	4.3600
110022	2	2018-04-01	2018-06-30	9	600690	青岛海尔	35619866.00	686038619.16	4.0700
110022	2	2018-04-01	2018-06-30	10	000418	小天鹅Ａ	9802304.00	679789782.40	4.0300
110022	3	2018-07-01	2018-09-30	1	600519	贵州茅台	2114732.00	1543754360.00	9.7400
110022	3	2018-07-01	2018-09-30	2	000858	五粮液	22601539.00	1535774575.05	9.6900
110022	3	2018-07-01	2018-09-30	3	000651	格力电器	31768517.00	1277094383.40	8.0600
110022	3	2018-07-01	2018-09-30	4	000333	美的集团	30114667.00	1266924040.69	7.9900
110022	3	2018-07-01	2018-09-30	5	000568	泸州老窖	24704591.00	1171645118.41	7.3900
110022	3	2018-07-01	2018-09-30	6	000860	顺鑫农业	23956568.00	1092419500.80	6.8900
110022	3	2018-07-01	2018-09-30	7	600887	伊利股份	25252421.00	648482171.28	4.0900
110022	3	2018-07-01	2018-09-30	8	000596	古井贡酒	7485278.00	622999687.94	3.9300
110022	3	2018-07-01	2018-09-30	9	600690	青岛海尔	35619866.00	588440186.32	3.7100
110022	3	2018-07-01	2018-09-30	10	002572	索菲亚	25435942.00	555775332.70	3.5100
